y_act,vf,vsa,gsa,pld,lcd,TInf
144.0234866,0.94,1039,7007,19.1,35.6,0.231057434
111.5609659,0.77,1380,2326,17.1,18.4,0.551049909
144.0968005,0.93,1249,7220,14.8,27.7,0.274903475
144.2788794,0.93,1238,7378,14.8,28.3,0.270083774
145.0431417,0.94,1068,6440,17.5,32.7,0.229797054
135.8967561,0.88,1624,5623,9.9,20.8,0.387696892
146.6025801,0.95,1033,7924,18.1,34.7,0.213354475
47.15929116,0.95,865,7336,21,39.5,0.185094697
4.262716548,0.96,841,8900,20.8,38.5,0.165698983
20.03790686,0.96,850,8433,21.4,42.4,0.175267038
138.2287099,0.9,1586,6475,10.7,22.8,0.355107527
133.1747095,0.88,1608,4287,25.1,27,0.37857855
137.2667937,0.89,1499,5730,12.8,23.2,0.369276438
50.31238048,0.95,933,6901,20.3,37,0.203493989
40.17979133,0.96,779,7672,23.2,42.3,0.167765663
105.7014439,0.91,1431,5224,29.7,32.4,0.326861675
62.31855343,0.52,607,698,5.3,6.7,0.882251082
23.0089935,0.88,955,2887,24,28,0.283408
29.5842994,0.91,772,3075,28.7,33.9,0.234778179
17.14222549,0.92,723,3480,32.4,38.7,0.200353703
27.99420601,0.93,730,3691,32.9,37.7,0.191848196
95.43193384,0.93,1230,5500,35,38.4,0.246327264
120.7318617,0.82,1095,2069,18,22.2,0.391907173
15.74151407,0.95,720,4415,36.8,41,0.168542006
15.03921636,0.84,1126,2419,18.6,24.2,0.339394985
9.31517676,0.96,625,5072,40,43.7,0.127873589
22.68179604,0.85,1038,2440,20.3,26.2,0.326857848
15.6473426,0.96,600,5148,42,47.4,0.134507813
24.72355983,0.88,1070,2850,22.4,27,0.291808133
7.836047747,0.974362,354.982081,5371.119929,61.78051,68.78824,0.076871899
103.7906405,0.72,1257,1521,13.9,18.9,0.493830904
19.15900965,0.95,605,4525,40.7,45.6,0.141396317
9.104374449,0.97,425,5056,54.1,59.2,0.087301749
37.12645957,0.88,935,2640,22.8,28,0.292355404
124.843175,0.82,1080,1977,18.7,23.7,0.373434294
15.88207609,0.95,735,4624,36.1,40.1,0.16064476
20.05471591,0.95,627,3860,37.7,45.1,0.158442947
20.73691355,0.96,533,4885,45.5,51.2,0.122919704
85.92727791,0.94,1053,6886,43,44.5,0.207141968
12.5233953,0.96,532,4533,45.8,50.7,0.117045218
16.2299057,0.96,525,5400,46.7,52.7,0.11644442
89.78815058,0.94,1068,6845,40.8,44.7,0.213794206
29.47445463,0.9,775,2719,28.2,34.4,0.243620906
38.89648189,0.91,811,3245,27.8,33.3,0.239254198
31.36677805,0.92,693,3299,33.7,39.2,0.202115612
25.29930282,0.95,603,4173,40.1,47.4,0.151664269
10.62823388,0.970722,498.348269,5668.0828,49.0869,54.10116,0.097121576
130.0696909,0.86,1306,3272,31.2,31.9,0.369338731
82.96075829,0.9,1230,4186,37.7,38.6,0.295536516
80.55259232,0.9,1209,4555,38.7,40.2,0.297473146
73.88994252,0.93,1004,5469,47.4,49,0.215276799
125.8594278,0.83,1186,2258,29.2,30.6,0.414285714
145.1170833,0.94,1092,5774,27.5,29.6,0.237828714
131.4300048,0.86,1647,3990,16.9,18.6,0.436863619
21.04624389,0.96,869,6795,30.5,33,0.161047856
12.29163095,0.97,625,8009,41.8,46.1,0.115097786
134.9725533,0.87,1431,3969,18.7,20.2,0.391893771
131.4114596,0.86,1390,4078,19.6,21.6,0.391013825
143.7563852,0.93,1157,6312,25.7,29.3,0.237571201
126.8282259,0.84,1467,3513,24.2,26.1,0.441295863
33.8768958,0.96,772,7375,37.9,40.8,0.148654811
19.82644875,0.95,783,7081,35.5,39.4,0.151765143
136.3722961,0.89,1391,4639,18.8,20.4,0.342512077
141.1306407,0.91,1250,5012,20,23.3,0.28854107
142.609852,0.92,1429,5888,16.8,26.8,0.263142687
142.6574812,0.93,1216,6078,18.8,30.7,0.231683782
142.560497,0.93,1231,5656,17.4,29,0.237313266
33.30277947,0.94,1147,6526,19.6,30.5,0.20029963
9.103399643,0.95,1094,6991,21.2,33.8,0.189320799
17.68300901,0.95,973,6514,21.5,34.5,0.176151973
2.462203129,0.96,777,5960,25.6,40.7,0.13552076
121.7041289,0.81,2033,3702,8,16,0.466015326
144.3140375,0.94,1241,6070,19.2,24.5,0.253304853
82.43295281,0.94,1044,6179,46.9,48,0.216406277
7.024251357,0.96,729,8777,30,43.4,0.125923905
130.3342876,0.85,1710,4376,10.8,15.4,0.432988544
139.2205857,0.91,1521,5614,14.9,18.5,0.316581197
144.345942,0.93,1278,6571,17.5,26.7,0.244014341
50.61145485,0.95,1020,7177,21.4,30.5,0.187421384
128.5459226,0.85,1689,3822,12,15,0.434287201
104.6549237,0.75,1731,2019,5.9,10.4,0.676705882
143.948265,0.93,1211,5851,17.2,29.4,0.231347166
7.71319044,0.97,667,8050,30,46.2,0.120162481
131.6744765,0.87,1678,4136,11.3,18.7,0.392848165
145.6706511,0.95,989,6602,19.1,35.6,0.198257081
38.29364059,0.95,949,7763,20.5,35.5,0.172423445
9.793540184,0.95,919,7195,20.4,35.4,0.170021053
9.534980215,0.96,881,8051,21.1,38.2,0.159031684
118.6813851,0.78,1780,3476,8.1,16.1,0.514080901
138.5227355,0.91,1611,5686,11.4,22.6,0.313189964
122.4414258,0.82,2041,4231,7.8,11.9,0.544864865
114.3378868,0.79,2038,3248,6.4,14.7,0.555405527
87.01925617,0.94,1043,6568,44.1,45.6,0.208147007
139.5149776,0.93,1319,5540,14.2,30.1,0.298428965
4.459222332,0.96,821,6191,21,38.9,0.150463888
7.268485861,0.95,1046,6853,23.6,31.9,0.185405054
106.2088732,0.75,1803,2919,6.6,10.8,0.685539875
136.6939814,0.89,1750,4530,15.3,20.6,0.373417295
141.3100136,0.92,1588,5834,16.2,23.5,0.316666667
140.6189174,0.92,1552,5406,16.4,23.3,0.308056325
74.41204118,0.96,866,7809,53.4,55.9,0.159335918
133.4503444,0.88,1400,3654,29.2,30,0.387302928
143.4471953,0.93,1289,6325,18.8,29.3,0.257747543
129.1348707,0.85,1424,3552,26.9,28.8,0.421530774
25.47822831,0.96,884,7407,26,39.6,0.16707438
127.3045824,0.85,2069,4315,9.1,12.8,0.500729217
143.8467439,0.93,1161,6231,21.6,29.1,0.241408774
5.001636482,0.97,626,8759,34.9,48.2,0.11039331
84.95652024,0.62,856,618,6.2,7.9,0.782051282
136.4553956,0.89,1473,4899,15.2,21.1,0.337327472
140.5869484,0.91,1439,6073,17,23.9,0.292698756
16.52085434,0.94,1071,7204,21.8,30.8,0.198631657
138.8263949,0.91,1415,4959,19.1,21.4,0.292337165
4.692952529,0.95,803,5667,42.2,46.2,0.150055913
130.4013473,0.85,1157,3194,23.9,25.7,0.382905983
135.6588125,0.89,1376,4264,20.6,22.6,0.364791667
81.89720751,0.91,1135,4037,40.1,42.4,0.288033085
141.2201109,0.92,1203,4858,26.5,27.9,0.261173768
143.7041672,0.93,1197,5659,28.4,30.1,0.246486244
59.37594155,0.95,1037,7200,33.4,35.9,0.19556769
80.17148526,0.94,1154,7239,33.2,35.5,0.220575397
79.78221158,0.94,1135,7069,33.5,35.7,0.225357143
15.5575375,0.95,910,6392,37.9,39.3,0.17234695
143.4230645,0.93,1152,5476,29.6,31.4,0.252122918
79.52214741,0.94,1101,6677,34.5,36.3,0.2240242
112.8804157,0.78,1106,1699,25.6,26.7,0.484009503
66.69192791,0.95,929,7048,37,40.5,0.182109396
21.79446531,0.95,861,6223,39,41.7,0.162103683
67.42403445,0.94,965,6167,36.5,37.6,0.203776899
126.2694844,0.84,1287,2904,17.3,18.6,0.449710648
128.6151612,0.85,1232,3214,23.3,24.8,0.399245852
89.28643027,0.92,1220,6192,30.8,32.9,0.258865915
75.75228755,0.93,1001,5192,47.2,49.2,0.220469262
134.4708082,0.88,1250,4317,25,28,0.349220388
73.73433332,0.93,1088,4986,33.4,35.3,0.228730937
65.47398852,0.94,1012,6864,37.9,39,0.198124111
30.05113972,0.96,734,7679,47.6,50.4,0.139896212
60.50981937,0.94,877,4899,52.4,54.4,0.179568966
65.12072959,0.95,826,6084,55.1,58.3,0.166448933
129.610199,0.85,2086,4839,11.4,14.1,0.476004464
126.7129005,0.85,1395,3482,25.9,27.6,0.437365937
107.6745882,0.76,1229,1831,18.7,20.1,0.556448111
139.6972378,0.92,1437,6066,15.6,25.5,0.264384088
103.1588027,0.91,1361,4956,33.7,35.2,0.324483696
34.82685155,0.94,1009,7267,21.3,39.6,0.192029131
35.70595739,0.96,836,7563,24.1,43.4,0.155367762
54.4179593,0.95,952,6917,21.2,42.8,0.188953003
1.588595968,0.96,839,8021,22.8,39.6,0.14232863
4.782753201,0.97,763,8083,25.4,45.2,0.133593053
3.510246664,0.978252,518.273357,8817.334698,33.0583,59.52047,0.089909571
143.9227707,0.94,1189,5392,17.5,31.9,0.234104303
42.60616552,0.96,918,7372,22.5,41.1,0.165614842
7.475974865,0.97,596,8200,31.7,55.3,0.106062074
62.19137418,0.96,941,6558,21.6,40,0.179440242
2.088332903,0.97,692,8021,25.8,45.9,0.118684974
7.645857422,0.97,589,7708,31.8,54.6,0.106372265
72.71992846,0.92,1091,4582,44.9,46.4,0.247294372
135.8644687,0.89,1419,4611,18.9,26.2,0.369859944
137.0837188,0.89,1378,5433,19.9,26.7,0.343727774
60.92162844,0.95,968,7307,27.5,37.3,0.190886991
96.31006634,0.87,1412,4879,31.5,32.8,0.351869035
79.52065935,0.95,1118,7718,25.3,34.1,0.210770916
84.24476542,0.67,1417,1175,6.6,11.3,0.763427734
122.332385,0.81,2278,5318,8.2,10.8,0.596763784
135.3201534,0.89,1332,4245,17.6,26.9,0.365832913
138.3639971,0.91,1382,5533,19.7,29,0.304077148
56.76194104,0.94,992,6145,28.4,39.2,0.213940048
85.21088066,0.85,1190,3667,37.8,38.5,0.368850902
135.8898783,0.9,1145,3734,22.7,31.5,0.321964822
42.84693589,0.9,1094,4234,24.1,34.3,0.263955026
68.69512401,0.88,1054,3408,21.3,32,0.344377272
90.76276114,0.89,1274,4571,37.3,38.9,0.330270655
104.8043109,0.7,1430,1784,11.1,16.6,0.603282351
89.69154347,0.9,1331,5654,35.4,36.8,0.298577884
115.635479,0.76,1437,2602,12,19,0.562176
139.1505507,0.91,1265,4836,22,31.6,0.326381504
142.1589392,0.92,1215,6122,21.7,32.1,0.274648159
142.1830272,0.93,1161,6472,23,32.2,0.240976944
78.73135495,0.94,1078,6676,25.6,35.3,0.221290144
121.1411798,0.8,1581,2752,12.8,17.9,0.515398551
137.3267947,0.9,1331,4765,19.5,27.9,0.327203065
139.46618,0.91,1071,4235,23,34.1,0.2998713
67.63737931,0.94,942,4823,27.5,40.7,0.23953125
7.128712016,0.96,741,6022,37.2,50.9,0.141134694
74.22205316,0.57,1282,917,6.2,13.3,0.754901961
126.5872279,0.84,1222,2583,16.7,25.6,0.4178207
138.9830718,0.91,1138,4110,23.1,34,0.282881152
54.80413357,0.92,1026,5061,27.9,38.4,0.236828125
58.17210758,0.94,892,4549,30.2,42.6,0.219931877
47.41818387,0.94,1011,5631,29.3,41.1,0.201085301
141.2455855,0.92,1318,5640,21.9,29.9,0.301501966
143.2093466,0.93,1249,6416,22.4,31.5,0.270364114
141.6518397,0.92,1273,6347,22.3,30.5,0.276649306
124.5675878,0.83,1653,3067,11.2,16.2,0.51446281
56.14769831,0.87,921,3470,55.7,56.1,0.306807012
114.2909886,0.77,1458,2494,12.1,18,0.581759217
129.6936751,0.84,1282,3346,17.4,24.9,0.429086883
135.1501888,0.89,1304,4047,17.6,27.3,0.365962963
140.8432335,0.92,1211,4918,22,31.5,0.302327634
142.3743616,0.93,1210,6048,23.8,33.5,0.256022805
47.74548529,0.95,900,6641,30.4,42.9,0.187506749
134.068816,0.89,1199,3622,20.7,29.6,0.339047919
111.8263972,0.74,1449,1940,10.8,19.1,0.549621928
45.83830109,0.95,770,5505,35.3,48,0.162474819
120.5892765,0.8,1360,2348,14.3,20.3,0.495671707
117.4879545,0.79,1342,2398,14.4,21,0.514098862
78.0397429,0.95,1109,7222,25.8,35.3,0.214641947
63.84834101,0.96,844,6578,31.5,42.5,0.169331104
126.0098248,0.83,1444,3166,14.4,21.2,0.482471264
143.306005,0.94,1198,6257,24.3,33.9,0.237527697
65.54137942,0.95,918,5163,29.4,44.2,0.221339002
67.13709449,0.95,951,5755,28.7,39.7,0.216920213
140.8231639,0.9,1365,4384,18.3,26.5,0.342900488
134.9542666,0.89,1299,3860,17,25,0.383702957
63.87984253,0.93,967,4697,28.9,40.1,0.229670938
48.72384805,0.95,824,5598,33.8,45.9,0.175843142
142.7978719,0.93,1191,5286,22.9,33.6,0.276483778
82.18762625,0.82,1164,2802,35.9,36.7,0.396899225
9.109880429,0.95,904,6341,29,38.7,0.170896056
128.8244281,0.85,1563,3664,14.3,20.8,0.45326077
59.9158017,0.95,881,5965,30.8,44.7,0.187261504
137.5764293,0.9,1287,4024,18.6,27.2,0.352412973
82.25668157,0.9,1221,4285,41.8,43.4,0.301340996
47.60875833,0.96,848,7429,33.9,47.6,0.15630448
134.9206821,0.89,1156,3939,21.1,31.4,0.336439259
136.5854797,0.89,1277,4132,19.9,28.8,0.343832689
136.1259095,0.89,1181,3319,21.1,31.2,0.315340909
122.2942839,0.82,1171,2218,15.1,25.4,0.423129682
46.78941004,0.95,877,6042,33.1,46.3,0.169567272
46.40776555,0.96,681,5964,40,55.5,0.142000711
35.68503329,0.92,1116,4853,32.2,35.4,0.225474472
49.64869768,0.93,1123,5588,30.4,33.3,0.215876437
9.761167895,0.96,760,7204,44.3,48.3,0.141159782
68.72982233,0.93,1094,5702,47,48.8,0.219381195
118.9388061,0.81,1776,3160,14.2,17,0.477632805
120.7992044,0.79,1247,2555,21.3,22.7,0.448663594
136.5315443,0.89,1446,4555,22.8,23.7,0.362844187
122.0862506,0.82,1368,2835,28,29.4,0.439694797
66.56149307,0.95,948,7266,37,38.5,0.183277027
133.1016709,0.88,1489,3992,20.5,21.2,0.389943235
131.0746251,0.85,1643,3981,17.5,19.9,0.43652811
136.1836507,0.9,1526,5028,20.9,22.1,0.365336994
114.2360901,0.81,1411,2461,13.2,15.1,0.515507519
70.34329995,0.95,982,7125,35.2,37.3,0.186907272
136.3197826,0.88,1387,3370,20.4,20.9,0.417831625
124.7589226,0.84,1405,3161,31.2,32.3,0.40914787
64.57434214,0.95,946,7138,35.7,39.4,0.186879405
7.077437713,0.96,789,6538,40.8,45.7,0.15056995
11.60002113,0.96,754,8016,42.6,46.3,0.144849268
4.025768614,0.97,648,9351,48.5,53.4,0.116749047
68.22559999,0.94,906,5825,57.7,59.2,0.191645854
135.6595608,0.89,1593,4824,18.1,20.1,0.380134811
139.7617314,0.91,1427,5602,25.1,26.9,0.32255187
141.9706207,0.93,1335,6640,26.3,27.4,0.26129994
108.5057249,0.75,1367,2065,11.9,12.8,0.590980392
142.3274056,0.91,1441,6310,25.6,27.5,0.303768829
142.7788695,0.93,1244,6345,28.5,30,0.266081661
52.2587962,0.94,1078,6020,31.7,33.8,0.210115132
107.217915,0.73,1486,2292,12.1,14.2,0.618794643
123.7235009,0.83,1306,2912,30.8,31.7,0.420642857
117.4099813,0.79,1276,2658,25.8,27.5,0.489246182
131.2276155,0.87,1405,4027,28.3,29.1,0.382870525
134.6243292,0.9,1394,4758,33.1,34.6,0.321387568
86.60440058,0.91,1207,4961,40.5,41.8,0.284013605
77.30430441,0.93,1057,6300,49.1,51.1,0.222190815
110.2654259,0.77,1858,2667,8,11.8,0.612719298
118.7151946,0.81,1903,3525,9.8,13.2,0.523288359
136.1086931,0.87,1719,5589,11.8,14.7,0.407912961
133.8815664,0.86,1944,6141,10.6,14.3,0.451840894
129.7760243,0.84,2011,4498,8.7,9.2,0.536853134
141.467194,0.9,1637,6627,12.6,14.6,0.355994152
5.227598315,0.96,811,9070,22.1,27.9,0.150383728
5.646504427,0.98,536,8140,29.6,35.3,0.102192375
131.349386,0.86,1695,4405,12.7,17.4,0.406948034
5.30374205,0.97,716,9291,24.1,28.8,0.132173084
6.605392073,0.97,634,9021,25.8,32.5,0.119034985
2.446360305,0.97,595,7964,26.8,32.5,0.108538883
3.684403597,0.98,493,9604,30.2,37.8,0.089640032
141.7696878,0.92,1530,6429,13.5,17.4,0.321785418
142.3609258,0.91,1473,6775,13.1,17.6,0.314319591
134.4197233,0.89,1820,5656,10.7,11.9,0.42168736
147.7602263,0.95,1037,8130,18.6,22.3,0.209371069
5.751208525,0.95,932,8564,19.6,22.9,0.175433411
34.12720812,0.97,769,7586,23.6,29.4,0.152214452
2.574254791,0.97,686,9341,23.9,28.7,0.124716553
21.36179375,0.98,609,7918,27.4,33.8,0.120140689
144.1960685,0.93,1339,7204,14.9,20.9,0.280693878
145.9879343,0.94,1148,6980,16.7,20.7,0.240714356
24.38151491,0.97,710,7894,26.2,31.4,0.139955547
22.76015308,0.97,736,8317,27.1,29.9,0.141619006
145.0664951,0.94,1230,7403,16,18.2,0.245322359
90.45461452,0.69,1410,1553,5.1,9.7,0.73537415
2.837574339,0.98,518,9162,33.4,39.8,0.093495201
144.4205366,0.92,1301,6570,16.8,21.3,0.272111993
146.3767616,0.94,1147,8428,19.1,23,0.222598132
16.76470542,0.96,896,8308,22.5,27.4,0.170358176
4.078443116,0.96,853,7391,23.3,27.8,0.157520325
145.6445629,0.93,1210,7303,17.7,21.1,0.246516413
4.849804403,0.95,1064,8191,19.8,23.6,0.193144899
147.1902612,0.94,1067,7587,18.7,23.3,0.21331534
15.49688722,0.95,1029,8400,20.2,25.7,0.200997584
17.59121825,0.96,864,8042,23.4,27.6,0.165665962
18.57171634,0.97,735,8302,25.5,31.3,0.140741713
145.9307681,0.94,1224,7446,16.6,20.3,0.243657367
146.0465367,0.94,1165,6921,17.8,21.3,0.225240207
148.2113956,0.96,968,7630,21.3,25.8,0.189803569
48.15683315,0.95,1079,8175,19,25.1,0.210226275
18.35115092,0.97,784,8647,24.4,29.4,0.146337835
139.601703,0.9,1684,7152,12.1,14.3,0.347446237
144.2123753,0.93,1248,7292,17.3,22.3,0.260811747
144.7037586,0.94,1107,8067,19.1,24.9,0.220679012
11.97860602,0.95,1060,8866,19.5,23.3,0.197149332
87.11657434,0.64,849,668,4,7.3,0.777777778
126.7368694,0.83,2009,5146,8.9,12.2,0.523668639
117.2083908,0.79,2243,4543,7.2,9.5,0.612375
142.9291735,0.92,1447,7557,14.3,18.4,0.296319444
145.7617854,0.94,1175,8200,18.6,22.3,0.226747581
4.352583753,0.95,1019,8906,19.8,23.9,0.191030108
47.50515335,0.96,907,7362,22.4,26.8,0.179151022
134.6070833,0.87,1938,5487,10.9,15.9,0.42465471
129.7718695,0.84,2129,4847,8.1,9.9,0.558470588
148.3228634,0.96,989,7621,21.1,25.4,0.193993506
6.995991627,0.96,884,9222,21.9,26,0.160932118
7.255287062,0.96,836,9016,22.4,27,0.153510377
96.62861129,0.73,1666,2058,5.3,10.3,0.729004725
141.1003112,0.91,1414,5633,11.9,24.9,0.304027778
142.3996535,0.91,1364,6478,13,26.3,0.270736809
136.1669941,0.88,1570,5473,10.6,22,0.363874313
142.3091157,0.92,1281,6492,15.1,27.1,0.256850789
144.9606822,0.94,1049,6403,17,33.4,0.207837252
118.8788506,0.8,1920,3574,6.8,14.2,0.541722645
117.7356072,0.79,1700,3346,6.1,16.8,0.539358108
8.125359817,0.95,918,6259,20.3,37.4,0.172730258
130.6368373,0.85,1741,4570,8.6,19.6,0.443415682
134.2497527,0.88,1520,4241,10.9,23,0.347970896
136.0478832,0.88,1472,4736,11.5,24,0.33411045
140.416672,0.91,1310,5557,14.1,26.9,0.262160981
142.4459815,0.91,1239,5872,15.3,29.7,0.251146437
10.43419516,0.93,1088,5313,17.2,29.8,0.219310897
15.24174193,0.95,945,6695,19.5,37.3,0.181981634
68.45894847,0.55,920,870,3.6,8.8,0.828168044
127.4572546,0.85,1834,3988,8.7,17.6,0.458585859
134.0486062,0.89,1732,4774,10.1,22,0.416416416
18.56830431,0.35,208,181,3.5,5.5,0.943599258
139.5378737,0.91,1481,5333,13.3,23.7,0.332818088
130.2957115,0.85,1712,3824,8.2,19.1,0.437466879
80.64602063,0.51,865,637,3.2,8,0.833926923
131.3912923,0.86,1849,5279,8.4,18.4,0.428767507
64.97879082,0.57,1001,958,1.9,10.1,0.782003711
126.743292,0.84,1876,4157,7.8,16.5,0.492213571
133.8242452,0.88,1715,4964,10.1,20.3,0.400194312
137.9465668,0.89,1723,6250,8.2,25,0.363709948
139.6526308,0.91,1532,6407,11.9,23.8,0.311829611
115.3000918,0.76,1853,2557,5.2,13.7,0.616573902
143.4812986,0.92,1228,6081,14,29.8,0.251593547
15.79704214,0.92,1216,5634,14.7,30,0.235308332
51.91196466,0.49,653,534,3.2,6.4,0.876532887
137.6211697,0.9,1326,4475,14,26.3,0.282141111
49.16013607,0.38,475,366,4.1,6.6,0.894358974
119.5289508,0.79,1935,3532,5.6,13.1,0.566082451
119.519696,0.82,1836,3589,6.9,14.4,0.541324057
139.2086486,0.9,1548,5686,10.9,22.6,0.332894737
141.7472462,0.92,1457,6602,12.4,25.2,0.264922249
142.5732169,0.92,1315,6436,13.6,27.1,0.265303107
109.0567989,0.71,1930,2188,6.6,8.7,0.659025375
104.9674316,0.72,2110,2505,6.4,9.9,0.646334135
96.17075232,0.64,1449,1322,4.5,10.3,0.722411187
93.15911038,0.68,1455,1987,8.4,11.2,0.726653185
138.7429838,0.9,1571,4743,12.7,21.7,0.384772238
116.8843102,0.76,2007,2814,7.5,11.6,0.579695767
144.8328508,0.94,1200,6643,15.9,31.4,0.245846358
109.6144927,0.75,2073,2956,8.4,9.6,0.65601023
18.89154078,0.93,1129,5822,16.6,31.3,0.21997953
144.762694,0.94,1233,7559,16.3,28.5,0.237569683
88.00154149,0.68,1417,1497,4.6,8.5,0.770153986
122.5235951,0.81,1822,3895,6.4,15.1,0.525323162
115.2147489,0.79,1886,2933,9.2,11.2,0.5307
141.018014,0.92,1536,5598,12.1,24.4,0.336577989
142.7429528,0.93,1427,6963,12.4,20.7,0.269864499
147.0005656,0.95,1096,8256,16.3,28.4,0.195731707
125.0748215,0.83,1900,3723,8.1,13.3,0.499232475
118.6773615,0.78,2065,3232,8.1,11.8,0.553806584
136.7183986,0.88,1753,5451,11.4,16.2,0.369998256
2.100775615,0.2,180,80,2.3,5.8,0.962962963
123.6305518,0.83,1873,3594,7.9,16.9,0.543055556
77.54987466,0.56,1042,871,4.9,8.8,0.850873162
120.7229403,0.82,1853,3456,9.7,15.1,0.4365625
136.3145781,0.89,1668,5305,11.1,22.3,0.419870627
90.72878277,0.67,1362,1525,5,11.7,0.778101764
136.7885128,0.89,1767,5337,9.7,22,0.441966318
89.62363217,0.66,1180,1358,4.8,13.7,0.780701754
135.3377225,0.89,1660,5132,9.5,23.1,0.432149571
87.56500062,0.72,1202,1390,3,13.4,0.763077549
135.6431366,0.89,1623,5518,10,24.2,0.40038542
139.9667881,0.9,1501,5695,12,26,0.367614746
102.821485,0.72,1732,2712,5.8,14.2,0.693877551
132.1988619,0.86,2004,5289,8.2,18.6,0.496128
128.0889159,0.85,1919,5044,9,18.7,0.4976
109.0023492,0.74,1863,2652,5.1,11.8,0.720125
49.88131077,0.5,719,653,3.4,9.9,0.876513841
107.3160814,0.77,1762,2539,5.9,13.4,0.699
126.2143851,0.84,1907,4418,8.8,16.9,0.543231225
128.831704,0.84,1959,4433,8.1,17.2,0.517711844
134.563905,0.87,2031,5160,10.1,19.8,0.466290509
126.612936,0.82,1585,3556,13.7,16.7,0.441525613
130.1166089,0.85,1584,3753,14.3,16.9,0.394956986
16.43501718,0.93,1037,5503,21.9,25.7,0.222530053
38.11761903,0.95,865,5940,25.4,31.8,0.185815058
125.3094985,0.82,1636,3502,12.5,16.5,0.455091439
115.3323232,0.78,2154,3311,9.9,10.7,0.542999631
133.8679425,0.87,1668,4719,14.1,17.5,0.38956229
134.790283,0.88,1928,6815,11.9,13.3,0.460077977
101.4445466,0.69,1657,2149,7.9,11.7,0.662819058
110.8684358,0.74,1964,2616,8.9,12.6,0.593753727
126.0030536,0.83,1721,3407,12.8,16,0.456189236
130.3470101,0.85,1727,4187,13.4,16.9,0.425769231
102.2184496,0.69,1920,2215,7.5,10.7,0.668424522
133.5107819,0.86,1844,5424,10.3,14.9,0.469118217
50.86736299,0.94,961,5443,24.4,30.6,0.206620614
142.6392378,0.92,1554,7684,15.1,18.9,0.326214472
90.34362351,0.69,1326,1848,6.1,9.5,0.775498349
132.3832004,0.86,1534,3934,14.3,17.2,0.387919782
86.65552539,0.61,1535,1590,6.9,9.2,0.747491952
79.85634493,0.57,1404,1345,5.2,9.2,0.794878882
128.7203204,0.84,1670,3589,12.6,15.8,0.456373626
45.90934292,0.93,1004,5140,22.2,26.4,0.225425768
100.4452205,0.7,1639,2113,8.4,11.7,0.65834364
115.0189144,0.78,1837,2802,9.8,12.5,0.535855789
129.6142282,0.84,1894,5557,10,14.1,0.507356771
121.6398665,0.81,1852,5192,9.6,14.1,0.518523185
129.1988003,0.84,1885,6056,10,14.2,0.478484123
68.25762945,0.54,467,436,3.5,6.5,0.911911357
0,0.2,0,0,2.2,3.9,0.981968445
86.70544436,0.68,1392,1963,4.5,8.3,0.804057002
0,0.04,0,0,0.9,2.8,1
118.222246,0.77,2035,4523,6.4,10.3,0.66869213
0,0,0,0,0.6,2.3,1
0,0.05,0,0,0.7,2.9,1
117.265788,0.77,2060,4252,7.4,10.8,0.631437651
0,0.01,0,0,0.5,2.6,1
0,0.07,0,0,1.5,3.1,1
0,0,0,0,0.6,1.3,1
96.27962829,0.71,1671,2364,6.2,9.6,0.723140496
121.173423,0.81,1982,4264,8.4,11.5,0.583359713
124.948799,0.84,1863,4542,9.9,13.7,0.530175781
